1103.9,62.53333333,52888,10466,23912,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,984.31,1268.46
886.4,52.89166667,63978,12392,30775,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1177.1,1505.81
1068.5,64.175,60332,11458,27558,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1095.84,1369.98
1149.7,63.2,77428,19543,45185,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1319.18,1695.77
1282.3,80.21666667,72843,17339,45815,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1416.48,1756.23
1092.1,61.93333333,93725,16214,50474,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1534.22,1900.97
1568,81.75833333,80745,16124,42229,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1296.24,1581.86
1379.7,73.175,92460,16253,54358,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1444.24,1729.89
1008.7,68.525,109099,19423,62410,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,880.6,1076.95
1419.1,96.45,10661,1959,4827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,788.65,1241.05
1709.8,101.5666667,12218,2520,6136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,836.54,1530.61
1259.2,88.60833333,9710,715,3270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,927.73,1481.83
1398.3,86.50833333,11578,3579,5451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,729.33,1161.76
1030.9,48.66666667,17440,3212,9076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,682.46,1089.04
1623.2,100.0416667,16819,5277,9675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1184.98,1905.45
1160.5,76.58333333,16701,3459,10399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,772.88,1231.23
1542.6,94.65,16472,3495,8764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341.33,2103.06
1434.5,94.96666667,13070,2909,7129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1265.91,1969.4
1476.6,90.65,21424,4606,11737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1377.04,2129.33
1538.5,115.725,19698,5141,13415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,664.46,1030.87
1348,71.20833333,72879,15430,47155,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1147.58,1249.64
1206.7,68.51666667,101407,21781,46657,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1324.71,1442.43
1434.2,92.84166667,106660,30274,55126,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1483.28,1550.53
1114.5,73.45,106007,23481,53556,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1252.38,1329.15
937.5,30.475,115245,24550,59287,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1307.24,1407.66
1109.1,53.89166667,127705,27617,64093,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1521.13,1661.71
1322.9,85.79166667,143926,27341,66868,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1421.37,1483.67
1233,69.64166667,140933,12325,63782,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1974.69,1987.25
1443.6,83.9,133516,16718,62690,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1749.21,1733.23
1233.2,64.91666667,131220,20116,56975,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,2127.73,2055.8
921.4,60.225,127207,16422,51969,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.15,1412.83,1431.57
1475.7,85.44166667,55418,5494,14434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,874.16,1228.45
1091.7,60.19166667,60337,6684,17875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1127.18,1581.33
1269.4,76.325,56764,4978,14927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1160.03,1619.32
1047,68.01666667,51999,7429,20055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1070.95,1428.76
791.4,39.71666667,59188,7339,25472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,994.29,1427.57
973.9,56.13333333,60950,8969,28185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1333.61,1889.83
1290.1,88.66666667,79347,8989,29934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1557.35,2079.01
1350.1,71.18333333,76076,5641,28892,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1746.82,2337.61
1449.5,95.43333333,74396,5533,25749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1577.16,2171.95
1348.2,85.79166667,77949,6235,28868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1683.92,2310.43
1056.8,68.59166667,75540,7911,32253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1340.65,1831.92
1089.1,65.075,21975,3245,8460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,437.91,1040.07
1291.8,79.125,23067,3014,9135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,532.65,1259.04
1513.9,101.3166667,28705,5309,11004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500.83,1183.18
978.2,27.31666667,30471,4195,13966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,470.53,1118.31
988.3,55.73333333,24194,4622,13785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,598.26,1375.15
1288.5,84.95833333,30099,2241,14000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,602.66,1430.41
1237.3,80.85,25807,1767,10948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,641.28,1517.28
1221.3,69.6,25812,2344,11328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,580.76,1387.92
1227.8,63.9,27928,4197,11565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,657.79,1608.68
1192.1,71.38333333,31033,3660,14398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,414.89,1013.29
1186.3,66.2,12305,1387,6099,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,403.92,1054.18
1153.4,66.56666667,15725,2210,6950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,435.45,1143.27
